gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn,MultipleLines_no phone service,MultipleLines_yes,InternetService_fiber optic,InternetService_no,OnlineSecurity_no internet service,OnlineSecurity_yes,OnlineBackup_no internet service,OnlineBackup_yes,DeviceProtection_no internet service,DeviceProtection_yes,TechSupport_no internet service,TechSupport_yes,StreamingTV_no internet service,StreamingTV_yes,StreamingMovies_no internet service,StreamingMovies_yes,Contract_one year,Contract_two year,PaymentMethod_credit card (automatic),PaymentMethod_electronic check,PaymentMethod_mailed check
0,0,0,0,-1.277083417686637,0,0,-1.1569137360977293,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.277083417686637,1,0,-0.6467872072554479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-0.9920858171314004,1,0,0.655946338713115,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,1,1,0.02576275628015843,1,0,0.33192460215205666,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
0,0,0,0,-0.7885161024490887,1,1,0.48147309594946824,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,-1.277083417686637,0,1,-1.3280636789992117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.5035185018938522,1,1,-0.43077271621474233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.1956555318137123,0,0,-1.1419588867179884,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.7885161024490887,1,0,-1.4992136219006937,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,1,0,0.31076035683539494,1,0,-0.27125432283083656,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0.432902185644782,1,1,0.23721055608036287,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
1,0,1,0,-1.0735137030043251,1,1,0.8719608297538206,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,1.4914647019928033,1,0,-1.495890322038529,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,1,1.6136065308021903,1,0,1.4934179039786197,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
1,0,1,1,1.0843252726281798,1,0,-1.5108451714182702,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,0,-0.5035185018938522,1,1,1.0564039721039615,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,1,1,-0.3406627301480028,1,1,-1.3513267780343645,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,1.0843252726281798,1,1,1.5482523517043372,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,1,1.6136065308021903,1,1,1.5781620504638196,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,1,-1.277083417686637,1,0,-1.462657323416882,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,0,-0.2185209013386157,1,1,1.2342005147297732,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
0,0,0,0,-0.7478021595126263,1,1,0.5080594948467857,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,1,1.572892587865728,1,0,1.3555009596987846,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
1,0,0,1,-0.7885161024490887,1,1,0.4499017472589035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,0.47361612858124436,1,0,0.13584991028433913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0.02576275628015843,1,1,0.5047361949846212,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1,1,1.6136065308021903,0,1,-0.30947227124573057,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
1,0,0,0,-1.277083417686637,1,0,0.503074545053539,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-0.5442324448303145,1,1,1.3903956082515139,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,1.2878949873104915,1,1,1.252478663971679,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
1,0,0,0,-1.2363694747501746,1,1,-0.6235241082202949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-1.277083417686637,0,0,-1.3131088296194704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,1.1657531585011045,1,0,-1.495890322038529,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,1,-0.137093015465691,1,0,-1.4875820723831172,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,1,1,0,-0.38137667308446516,1,0,0.732382235542903,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,1.002897386755255,0,1,-0.19980337579429552,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0,1,1,1.6136065308021903,0,0,-0.6484488571865302,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
1,0,1,0,1.3693228731834162,0,1,-0.27125432283083656,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
1,0,1,1,1.328608930246954,1,1,0.6459764391266211,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,-0.9920858171314004,1,1,0.5063978449157035,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,-1.1549415888772498,1,1,0.17905280849248062,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,1.572892587865728,1,0,-1.329725328930294,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,1,1,-1.277083417686637,1,1,-1.4809354726587878,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,0,1,0,-1.1549415888772498,1,0,-0.4889304638026246,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,-0.829230045385551,1,1,-1.5091835214871878,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,-0.3406627301480028,0,1,-0.4706523145607186,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
0,0,1,1,-0.05566512959276629,1,1,0.5446157933305977,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,1,0,-1.277083417686637,1,0,-0.31778052090114234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,-0.09637907252922864,1,1,0.8354045312700091,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,0,1,1,0.5957579573906314,1,1,0.6825327376104325,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,0.8807555579458679,1,1,1.4369218063218199,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,0.7178997862000185,1,1,0.9550433263079382,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,-1.277083417686637,1,1,0.6592696385752795,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1.6136065308021903,1,0,-1.4792738227277056,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,-0.137093015465691,1,0,-1.3164321294816352,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,0,0,-1.2363694747501746,1,1,-0.34436691979846007,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-0.9106579312584757,0,1,-1.1685452856153058,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0,1,0,-0.5849463877667769,1,1,0.27875180435742164,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,-0.8699439883220134,1,1,1.0048928242404087,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.6663742736397016,1,0,-1.495890322038529,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,1.6136065308021903,1,0,0.7257356358185736,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,1.6136065308021903,1,0,1.4768014046677964,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,1,0.3514742997718573,1,1,0.3302629522209744,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0
0,1,1,0,1.328608930246954,1,0,0.9849530250674207,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,1,0,0,-0.7885161024490887,1,1,-0.3310737203498013,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,-1.1549415888772498,1,0,0.3518644013250447,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.3514742997718573,1,0,0.00790286559099831,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
1,1,0,0,-0.7070882165761639,1,1,0.32029305263448044,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.277083417686637,1,1,-0.5387799617350951,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.39218824270831965,1,1,1.1378248187269968,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
0,0,1,0,0.7586137291364808,1,1,0.9550433263079382,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
0,0,1,1,-1.2363694747501746,1,0,0.18736105814789236,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,-1.277083417686637,0,0,-0.8162755002258475,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,1,-0.014951186656303928,1,0,0.6293599398157975,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
1,0,0,0,-0.9106579312584757,1,1,-1.4925670221763643,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,1.4100368161198786,0,1,-0.173216976896978,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,1,1,1.1657531585011045,1,0,1.6728760965355134,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,0.7178997862000185,1,0,1.6479513475692782,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,0,1,0,-1.2363694747501746,1,1,-0.6700503062906007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,-0.137093015465691,0,1,-0.6567571068419419,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,1,0,0,-1.1956555318137123,0,1,-0.784704151535283,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,1,0,0,-0.7885161024490887,1,1,1.4003655078380084,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,1.002897386755255,1,1,0.8337428813389264,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-0.05566512959276629,0,1,-0.49557706352695385,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
0,0,1,0,0.5143300715177067,1,0,1.613056699016549,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
0,0,1,1,1.1657531585011045,1,0,0.7755851337510441,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
1,0,0,0,0.7178997862000185,1,0,-1.324740379137047,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1,0,0,-0.5442324448303145,1,1,1.3372228104568789,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
1,0,0,0,1.0843252726281798,1,0,-1.5091835214871878,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,0,1.572892587865728,1,1,-1.3463418282411175,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,1,0,0,-0.6663742736397016,1,1,0.9866146749985029,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,1.002897386755255,1,1,-0.1665703771726485,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1,0,0,0,-1.277083417686637,0,0,-1.3280636789992117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,-0.5035185018938522,1,0,1.405350457631255,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.277083417686637,1,0,0.19400765787222138,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,-1.1142276459407876,1,1,0.6858560374725975,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,0.7993276720729432,1,1,1.338884460387961,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,-0.46280455895738987,1,1,0.006241215659916053,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,-0.7478021595126263,0,1,-0.3244271206254718,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.1142276459407876,1,0,-0.47231396449180113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.0735137030043251,1,0,-0.3194421708322248,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-0.9106579312584757,1,0,-0.4507125153877304,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,-1.277083417686637,1,0,-1.3081238798262234,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,1.4507507590563409,1,0,-0.3427052698673776,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,-0.5849463877667769,1,0,1.009877774033656,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0,0,0,0,-0.4220906160209275,1,1,0.37346585042911545,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,0,0,-0.5035185018938522,1,1,-0.6783585559460125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,-1.277083417686637,1,0,0.17406785869923336,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,-0.9920858171314004,1,1,0.32361635249664494,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.9106579312584757,1,1,-0.6617420566351889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,-0.3406627301480028,1,1,0.37678915029127996,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.10719064215308315,1,0,-0.11838252917126024,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1,0,1,1,-0.38137667308446516,1,0,0.732382235542903,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
0,1,0,0,-1.0735137030043251,1,1,0.8171263820281028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.829230045385551,1,0,-1.4975519719696113,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-1.277083417686637,1,0,-1.4792738227277056,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,1.572892587865728,1,0,0.3751275003601977,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,1,1,0,0.10719064215308315,1,1,1.1976442162459613,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,0.31076035683539494,1,1,0.3252780024277272,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,-1.277083417686637,1,1,0.2937066537371624,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-0.38137667308446516,1,1,0.004579565728833797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
0,1,0,0,-1.1549415888772498,1,1,1.0198476736201498,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.1549415888772498,1,1,0.8520210305808326,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0,1,1,1.4507507590563409,0,0,-0.14829222793074273,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,1,0.2293324709624702,1,1,0.5678788923657503,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0.7993276720729432,1,0,-1.3280636789992117,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,1,1,0,-0.014951186656303928,1,1,0.3369095519453039,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,-0.137093015465691,1,0,0.35851100104937417,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
1,1,1,1,0.2293324709624702,1,0,1.209275765763538,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,1,0.6364719003270938,1,1,0.4648565966386447,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
0,0,0,0,-1.277083417686637,1,1,-1.5125068213493524,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,0,0,-0.4220906160209275,1,1,0.8071564824416089,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,0,0,0.432902185644782,1,0,1.6712144466044312,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,1,1,0,-1.1142276459407876,1,1,0.1524664095951626,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.1142276459407876,1,1,0.5263376440886915,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,0.7586137291364808,1,0,1.505049453496196,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
1,0,0,0,1.572892587865728,1,1,-1.490905372245282,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,1,0.2293324709624702,1,0,0.5163677445021975,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
1,1,1,0,-0.3406627301480028,1,1,0.9434117767903619,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,0.10719064215308315,1,1,0.8885773290646442,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,1,0,0,0.8807555579458679,1,0,0.5878186915387388,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0
0,0,1,1,1.6136065308021903,0,1,-0.15826212751723676,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,0,0,-1.277083417686637,1,1,-0.6634037065662715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.9513718741949381,1,0,-0.5371183118040126,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,0,0,0,1.4914647019928033,0,1,-0.1566004775861545,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
0,0,1,0,0.7993276720729432,1,1,1.2607869136270908,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
0,1,1,0,-0.8699439883220134,1,1,0.60277354091848,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,1,0,0,-1.2363694747501746,1,1,0.18569940821680964,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,1,-0.17780695840215335,0,1,-0.9591773942989298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,-0.6256603307032392,1,1,0.5944652912630682,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0.10719064215308315,1,1,-1.4925670221763643,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,-0.9920858171314004,1,1,-1.5141684712804346,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,0.5550440144541691,1,1,1.001569524378244,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
0,0,0,0,-1.032799760067863,1,1,0.3020149033925742,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.2363694747501746,1,0,0.5263376440886915,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1.4507507590563409,1,1,0.36681925070478594,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0,0,0,0.432902185644782,1,1,1.3239296110082197,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
0,0,0,0,1.4507507590563409,1,1,0.7772467836821269,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0,0,0,0.1479045850895455,1,1,0.9982462245160791,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1,0,1,0,1.2471810443740292,1,1,1.2840500126622438,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,-0.014951186656303928,1,0,-0.3360586701430483,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,1.572892587865728,1,0,0.6974875869901738,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,1.3693228731834162,1,1,0.08932371221403358,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1.2471810443740292,1,0,-1.4709655730722937,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,1,0.3514742997718573,1,1,-1.4792738227277056,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,1,0,0,-1.277083417686637,1,1,0.24385715580469192,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.2363694747501746,1,1,0.8520210305808326,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,1.5321786449292656,1,0,-1.505860221625023,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,-0.38137667308446516,0,1,-0.6584187567730242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,1,0,1.2878949873104915,1,0,1.0713588214837027,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1,0,1,1,0.18861852802600784,1,1,-0.06520973137662521,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1,0,0,1,-0.6256603307032392,1,0,-0.6700503062906007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,0,0,-1.032799760067863,1,1,0.8104797823037738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,-1.1549415888772498,1,1,0.665916238299609,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,-0.46280455895738987,0,1,-0.7597794025690477,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.9106579312584757,1,1,0.5147060945711153,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0,-0.6663742736397016,1,1,-0.3543368193849541,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,1.2878949873104915,1,1,1.3455310601122905,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
1,1,1,0,-0.2185209013386157,0,0,-1.130327337200412,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0.39218824270831965,1,0,1.0746821213458673,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
1,0,0,1,-1.1142276459407876,1,0,-1.4809354726587878,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,0.3514742997718573,1,1,1.1311782190026671,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
1,0,1,0,1.0436113296917173,1,0,-0.48062221414721285,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
